loan_status,loan_amnt,int_rate,installment,fico_range_low,total_pymnt,total_rec_prncp,last_pymnt_amnt,last_fico_range_high,last_fico_range_low
0,4200,0.11,138.48,690,4978.068806,4200,103.57,589,585
0,14000,0.08,438.65,730,15619.61303,14000,3752.38,759,755
0,6000,0.13,201.56,665,7247.725854,6000,0.1,649,645
0,5600,0.11,184.64,670,6639.847426,5600,184.6,624,620
0,9600,0.11,314.25,665,11301.11984,9600,314.09,699,695
0,19000,0.16,664.15,660,23415.05546,19000,7450.78,669,665
0,20900,0.22,802.41,670,28984.58433,20900,149.81,619,615
0,2700,0.09,85.35,765,2869.428985,2700,933.16,779,775
0,14500,0.11,478.09,700,17136.90357,14500,477.8,699,695
0,8400,0.09,267.08,675,9606.001458,8400,796.56,714,710
0,7800,0.11,257.18,680,9258.299748,7800,257.01,659,655
0,4500,0.13,151.17,750,5438.801332,4500,140.25,699,695
0,9600,0.11,316.53,700,10910.79602,9600,5542.05,684,680
0,1550,0.13,52.6,670,1811.412686,1550,866.93,619,615
0,10000,0.11,329.72,665,10833.82069,10000,8208.83,644,640
0,5000,0.11,164.86,695,5921.511202,5000,122.65,589,585
0,4500,0.11,148.38,680,5347.068924,4500,156.64,674,670
0,12000,0.09,381.55,660,13668.17078,12000,1911.41,739,735
0,1500,0.2,55.74,735,1884.990858,1500,885,634,630
0,30000,0.11,982.02,680,35187.85128,30000,982,734,730
1,23500,0.11,769.25,680,16210.71,11440.93,769.25,559,555
1,10000,0.14,344.17,660,9266.51,4737.78,344.17,549,545
0,35000,0.09,1112.83,705,40026.82766,35000,1112.74,739,735
0,7000,0.09,221.27,755,7329.941033,7000,6003.99,724,720
0,21000,0.16,734.06,695,26410.57935,21000,663.45,714,710
1,5600,0.25,223.52,675,5802.99,2160.61,137,609,605
0,8000,0.14,275.33,670,9898.94652,8000,275.28,709,705
0,4200,0.13,141.1,685,5054.687573,4200,3.47,594,590
0,7200,0.09,228.93,665,8182.250518,7200,2008.33,684,680
0,16000,0.1,519.97,665,18700.00289,16000,519.7,719,715
0,11200,0.11,366.63,665,12972.7161,11200,4187.28,709,705
0,6000,0.11,196.41,690,7063.17084,6000,196.15,779,775
0,7500,0.14,256.3,665,9181.847689,7500,1.69,654,650
0,35000,0.14,1196.05,670,43058.11529,35000,1322.78,684,680
0,6000,0.1,194.99,680,6600.378276,6000,4264,744,740
0,12000,0.11,392.81,680,12830.25751,12000,316.38,714,710
0,3600,0.26,144.46,685,5189.873984,3600,144.05,769,765
1,15000,0.11,491.01,675,14113.58,9444.14,491.01,499,0
0,8000,0.08,250.66,680,9016.417624,8000,250.42,719,715
0,7000,0.1,227.49,680,7974.412893,7000,3432.77,679,675
0,24000,0.18,867.54,690,31183.33301,24000,867.4,684,680
0,8400,0.13,282.19,685,9817.474893,8400,4185.61,679,675
0,1700,0.13,57.69,665,1928.949098,1700,1056.53,714,710
0,6000,0.11,197.83,675,7114.113326,6000,197.72,709,705
0,6000,0.13,201.56,675,6762.59662,6000,4352.41,659,655
0,2000,0.11,65.47,660,2121.638006,2000,1731.26,654,650
0,5000,0.08,155.74,730,5602.333183,5000,155.65,789,785
0,5000,0.17,178.24,665,6104.411881,5000,2727.29,634,630
0,30000,0.11,982.02,675,35161.3418,30000,6719.39,744,740
0,10000,0.19,366.51,660,13178.59962,10000,366.69,654,650
0,5150,0.21,195.33,700,6983.881825,5150,24.24,694,690
1,7500,0.09,240.22,670,3369.9,2070.57,240.22,604,600
0,5000,0.09,158.05,695,5097.71,5000,4944.43,719,715
1,12000,0.11,392.81,700,4170.52,2337.17,392.81,524,520
0,8000,0.09,256.23,695,8913.591969,8000,4561.9,729,725
0,2000,0.11,65.95,680,2371.329496,2000,65.63,684,680
1,11650,0.21,441.86,675,5737.22,3379.11,441.86,609,605
0,7700,0.11,252.06,685,9063.550955,7700,502.91,759,755
0,12800,0.14,437.42,690,15053.17946,12800,262.1,734,730
0,7000,0.05,210.81,705,7001.09,7000,7005.23,694,690
0,11100,0.11,365.99,695,12974.32051,11100,4204.73,749,745
1,30000,0.11,989.14,700,8986.55,3577.3,989.14,654,650
0,14375,0.22,551.9,660,15486.72973,14375,13866.79,679,675
0,4000,0.17,142.6,670,4977.10278,4000,1834.24,729,725
0,7000,0.11,230.8,665,8299.806784,7000,230.75,499,0
0,21000,0.1,682.46,710,24466.38982,21000,682.14,749,745
0,17925,0.16,626.57,675,22526.96141,17925,1.49,699,695
0,6550,0.16,228.96,680,7414.097626,6550,5135.85,644,640
0,6500,0.09,208.19,705,7304.840515,6500,3347.52,769,765
0,17150,0.11,565.46,695,20087.22945,17150,5972.62,584,580
0,21000,0.11,692.4,685,23819.35918,21000,12767.77,729,725
0,10500,0.09,333.85,710,12013.29115,10500,333.78,749,745
0,3025,0.13,102.64,680,3690.492966,3025,102.62,709,705
0,5600,0.17,199.63,660,7214.173329,5600,17.45,704,700
0,30000,0.09,960.85,680,34590.9952,30000,953.95,689,685
0,8400,0.13,285.02,685,10247.94428,8400,284.83,604,600
0,26650,0.14,917.19,730,33010.06,26650,929.87,684,680
0,7200,0.24,284.34,700,8636.443321,7200,5812.63,724,720
0,8000,0.09,254.37,705,8386.20892,8000,6863.99,789,785
0,14125,0.14,486.13,675,16757.71633,14125,7997.62,739,735
0,5000,0.13,169.66,680,5250.449602,5000,4748.96,529,525
1,8200,0.13,275.47,660,3554.49,1973.53,275.47,544,540
0,7800,0.14,266.55,740,9571.679258,7800,266.44,739,735
0,2500,0.16,87.39,690,3144.28097,2500,89.96,684,680
0,11650,0.14,400.95,690,14302.85407,11650,18.3,769,765
0,20000,0.08,626.64,720,21687.08029,20000,12931.88,719,715
0,19100,0.17,680.88,700,24352.26331,19100,3961.92,664,660
0,3000,0.13,101.8,690,3659.918853,3000,101.42,664,660
0,9600,0.13,322.5,700,10450.05648,9600,7883.7,624,620
0,5500,0.16,192.26,660,6911.47617,5500,191.91,654,650
0,8500,0.05,255.98,730,9121.952032,8500,3495.41,784,780
1,16700,0.11,550.62,665,11864.78,9040.47,550.62,599,595
0,14000,0.14,478.42,680,15668.5826,14000,10906.14,699,695
1,6000,0.13,203.59,670,2858.51,0,0,639,635
1,9650,0.09,309.08,660,1874.39,1424.49,309.08,629,625
0,16000,0.09,508.73,685,17131.7044,16000,12561.12,724,720
1,5500,0.1,178.74,710,5534.53,4629.37,178.74,549,545
0,5000,0.09,158.98,720,5155.115552,5000,4683.17,664,660
0,7000,0.11,229.14,680,8219.077108,7000,1349.15,624,620
0,26400,0.22,1013.57,675,36427.81179,26400,2032.11,744,740
0,8250,0.05,248.45,710,8855.814568,8250,3155.85,784,780
0,7000,0.13,235.16,675,8460.360227,7000,234.74,499,0
0,8000,0.09,256.23,680,8390.52795,8000,1651.12,684,680
0,8400,0.13,282.19,660,10144.83456,8400,844.5,634,630
0,20000,0.22,767.86,745,20016.17,20000,20065.93,764,760
0,14075,0.14,480.99,695,17293.39493,14075,480.62,709,705
0,16000,0.11,527.55,675,18969.59075,16000,3122.33,694,690
0,19250,0.09,612.06,690,21405.61994,19250,10298.15,689,685
0,4800,0.11,157.13,710,5082.689295,4800,4142.84,714,710
0,6000,0.19,219.91,700,7903.897633,6000,219.71,659,655
0,5000,0.09,158.98,725,5642.368737,5000,1990.82,659,655
0,30000,0.13,1007.79,695,36237.66862,30000,1007.65,764,760
1,4000,0.24,156.92,660,2904.45,660.47,156.92,614,610
0,20000,0.13,671.86,665,24160.26618,20000,671.76,629,625
0,11000,0.07,339.6,755,12021.97503,11000,4892.52,664,660
1,16000,0.11,523.75,665,15302.46,10073.92,145.03,594,590
0,9000,0.09,284.49,730,9953.550054,9000,4576.76,709,705
0,8750,0.14,299.02,695,10791.89,8750,10.77,499,0
0,5000,0.11,164.86,680,5856.33019,5000,17.41,779,775
0,3200,0.16,111.86,660,4022.055472,3200,0.14,579,575
0,3275,0.17,116.75,670,4189.696003,3275,572,709,705
0,10500,0.09,333.85,670,11510.47704,10500,6513.22,744,740
1,7000,0.09,221.27,665,1458.39,692.03,221.27,564,560
0,12000,0.13,403.12,670,14474.21372,12000,1987.18,689,685
0,4800,0.14,164.03,680,5875.404526,4800,486.66,729,725
1,5750,0.09,182.83,695,4860.82,2836.41,182.83,569,565
0,7200,0.11,235.69,685,8469.714285,7200,700.73,654,650
0,16000,0.1,519.97,680,17990.82529,16000,10966.85,714,710
0,6000,0.1,194.99,680,7013.563104,6000,195.9,594,590
0,7000,0.09,224.2,660,8045.815092,7000,224.12,719,715
0,15000,0.11,494.57,700,17785.31703,15000,494.52,699,695
0,5400,0.13,181.41,700,5961.898582,5400,54.19,724,720
0,6400,0.09,203.49,675,6982.284328,6400,4343.3,679,675
0,9800,0.1,318.48,695,11063.54809,9800,5342.33,599,595
0,10000,0.14,344.17,735,12346.1768,10000,160.5,634,630
0,23100,0.19,846.64,660,29979.69458,23100,8725.9,639,635
0,5000,0.09,158.98,685,5382.257093,5000,661.53,784,780
0,6000,0.22,230.36,665,7036.948462,6000,4278.64,659,655
0,3000,0.16,104.87,660,3620.261399,3000,1528.06,684,680
0,7000,0.11,230.8,690,7980.046303,7000,4065.39,624,620
0,5000,0.17,178.24,660,6407.142038,5000,178.18,614,610
0,5000,0.07,154.37,690,5203.066485,5000,3543.84,734,730
0,3200,0.17,114.08,665,4100.505083,3200,113.75,499,0
0,8400,0.14,287.06,665,10374.33734,8400,334.22,609,605
0,8000,0.1,259.99,680,9316.393318,8000,8.37,734,730
0,5400,0.09,172.96,675,6216.280283,5400,165.53,684,680
1,9200,0.13,312.17,670,3919.09,2196.3,312.17,549,545
0,10000,0.11,329.72,720,11856.82974,10000,329.4,744,740
1,12000,0.13,407.17,705,2336.65,826.03,407.17,584,580
0,10000,0.09,317.96,660,11436.19093,10000,317.58,654,650
0,7725,0.09,245.62,750,8279.501629,7725,220.44,744,740
0,3000,0.09,94.83,700,3410.928849,3000,94.74,744,740
0,12000,0.09,381.55,665,13723.43741,12000,381.18,674,670
1,7000,0.1,227.49,695,2039.25,1550.1,227.49,514,510
1,2000,0.13,67.19,660,1744.1,1392.44,67.19,524,520
0,5000,0.09,158.98,730,5019.99,5000,5024.98,734,730
0,33200,0.25,1319.86,715,43516.01286,33200,21032.31,719,715
1,23275,0.16,813.58,665,23308.52,14196.67,421.5,574,570
0,10000,0.08,311.48,690,11107.26399,10000,3328.69,694,690
0,34950,0.11,1152.35,700,41533.71178,34950,1152.14,529,525
0,6500,0.11,212.78,710,7651.753201,6500,212.39,729,725
0,12000,0.2,445.91,665,16025.71291,12000,445.51,689,685
1,10000,0.13,335.93,665,11071.48,9013.36,335.93,564,560
0,35000,0.2,1300.55,685,46820.35557,35000,1182.15,669,665
0,6000,0.11,197.83,665,7123.087927,6000,197.72,729,725
0,4000,0.13,135.73,680,4847.134417,4000,8.51,659,655
1,8000,0.09,254.37,670,4499.83,3074.57,269.37,514,510
0,10500,0.07,324.17,760,11639.29203,10500,201.5,754,750
0,3600,0.17,128.34,675,4442.033009,3600,1753.69,714,710
0,5000,0.13,169.66,695,6099.928587,5000,169.32,649,645
1,10000,0.18,361.48,690,3621.1,2259.58,749.25,644,640
0,15000,0.11,494.57,670,17440.78978,15000,6084.83,694,690
0,14225,0.16,497.24,710,17875.73471,14225,496.97,679,675
1,12800,0.17,456.3,685,10814.38,6237.66,239.56,554,550
0,10000,0.1,324.98,685,11689.4234,10000,1.8,754,750
0,2500,0.11,82.43,710,2959.860745,2500,325.29,794,790
0,6000,0.14,206.5,675,6511.366358,6000,5282.03,674,670
1,6000,0.19,219.91,670,866.98,511.83,219.91,519,515
1,20000,0.14,688.33,730,7144.53,3243.42,688.33,574,570
0,10000,0.07,308.73,780,10879.08689,10000,5038.47,689,685
0,9600,0.11,314.25,680,10526.35306,9600,7112.8,709,705
0,4200,0.18,151.82,675,5457.072392,4200,151.77,699,695
1,8400,0.11,276.96,670,4515.82,3151,50.26,589,585
1,15600,0.24,616.06,675,1805.73,911.42,616.06,564,560
0,10000,0.11,329.72,705,11594.76523,10000,328.87,674,670
1,5000,0.16,174.78,660,4614.02,3218.53,174.78,514,510
0,7150,0.19,262.06,670,9150.912444,7150,3138.62,729,725
0,18000,0.14,619.49,680,22000.21816,18000,63.99,684,680
0,7800,0.13,262.03,660,9425.065685,7800,202.1,644,640
0,1200,0.24,47.39,715,1702.985307,1200,0.22,624,620
0,9600,0.09,303.45,670,10795.81577,9600,3522.18,704,700
1,14000,0.2,520.22,710,9096.38,4836.12,520.22,544,540
0,4000,0.11,131.89,660,4640.290546,4000,1743.82,644,640
0,21200,0.09,670.12,740,24103.93664,21200,669.97,744,740
0,6025,0.09,191.57,675,6592.774705,6025,3916.81,694,690
0,4225,0.08,131.6,695,4627.057096,4225,2130.22,679,675
1,15000,0.13,503.9,685,11589.38,5061.74,510,659,655
0,15000,0.1,487.47,665,17531.26851,15000,487.3,739,735
0,8400,0.09,269.04,720,9656.369867,8400,0.83,709,705
0,15000,0.11,491.01,660,17658.02835,15000,491,714,710
1,22000,0.2,817.49,710,14058.2,5936.53,817.49,584,580
0,2000,0.17,71.3,670,2562.810677,2000,71.09,624,620
0,12000,0.16,419.46,685,13560.76055,12000,761.49,774,770
0,20000,0.05,602.3,685,21439.85504,20000,8201.08,704,700
0,15000,0.14,512.6,690,17456.44157,15000,8843.48,779,775
1,12825,0.3,542.13,665,1764.85,225.03,542.13,544,540
0,14000,0.16,489.37,680,17582.18989,14000,1457.23,599,595
0,18000,0.07,555.71,735,19988.18107,18000,1663.73,744,740
0,12000,0.13,407.17,670,14639.92765,12000,406.97,609,605
1,10000,0.1,324.98,725,5505.73,4173.69,324.98,589,585
0,10000,0.13,335.93,680,12079.22287,10000,335.88,679,675
1,7700,0.14,265.01,685,2107.68,1435.85,265.01,499,0
0,8000,0.09,256.23,660,9199.571138,8000,239.93,724,720
1,4000,0.13,135.73,665,3882.7,2836.71,150.73,584,580
1,9600,0.13,325.74,675,8590.6,6238.77,325.74,544,540
0,8575,0.13,290.96,660,9172.559342,8575,7730.61,629,625
0,8000,0.09,252.88,680,8410.696704,8000,130.9,679,675
0,5500,0.13,186.62,685,6709.968893,5500,186.51,574,570
0,4000,0.11,131.89,680,4309.686933,4000,3391.57,689,685
0,4000,0.14,136.7,695,4740.927292,4000,138.96,719,715
0,9000,0.09,288.26,715,10368.54399,9000,0.67,779,775
0,12000,0.05,361.38,755,12409.38265,12000,9886.81,804,800
0,9350,0.13,317.25,670,11412.56905,9350,317.23,649,645
0,10000,0.09,320.29,660,11274.57447,10000,4837.14,744,740
0,18000,0.13,610.75,715,21959.93685,18000,610.67,764,760
0,35000,0.18,1265.16,665,45682.36272,35000,81.44,684,680
0,1600,0.14,55.07,700,1851.437276,1600,207.69,599,595
0,20000,0.11,659.43,705,23713.73689,20000,659.22,664,660
0,28000,0.16,978.74,690,33378.46822,28000,16739.89,684,680
0,14175,0.16,495.49,670,17736.72632,14175,119.13,629,625
1,3500,0.07,108.06,740,1142.28,624.53,108.06,549,545
0,16625,0.16,581.13,705,20891.70038,16625,580.95,679,675
0,35000,0.14,1204.57,665,36075.46,35000,34927.24,619,615
0,18000,0.13,604.68,675,21591.25302,18000,4666.61,704,700
0,18000,0.08,563.98,745,19416.30898,18000,12617.78,699,695
1,25950,0.18,938.03,670,8768.99,4629.46,938.03,554,550
0,10000,0.09,317.96,695,10015.36,10000,10025.35,709,705
0,12000,0.05,361.38,810,12975.8878,12000,361.28,734,730
0,6000,0.11,196.41,665,6426.295966,6000,5058.76,679,675
0,16000,0.13,542.89,675,19142.68636,16000,6132.74,709,705
1,5000,0.11,163.67,665,5231.33,4360.04,163.67,509,505
1,6000,0.17,213.89,660,5734.47,3887,29.92,579,575
1,12000,0.16,419.46,675,12347.57,9210.32,50,559,555
0,12000,0.09,381.55,705,13718.83927,12000,1139.68,724,720
0,8400,0.07,259.33,745,8606.742574,8400,7835.27,779,775
0,5000,0.11,164.86,660,5940.110702,5000,0.36,714,710
0,3000,0.13,101.8,695,3342.421571,3000,381.89,709,705
0,12000,0.19,439.82,670,15152.898,12000,5942,649,645
0,5000,0.13,169.66,670,6100.661116,5000,339.71,519,515
1,8000,0.08,250.66,710,4684.78,3963.07,250.66,659,655
0,7000,0.09,224.2,690,7979.985722,7000,2382.37,659,655
1,25450,0.16,889.61,700,9927.24,4680.48,889.61,594,590
0,18525,0.11,606.4,710,20736.60776,18525,11736.75,789,785
1,15000,0.17,534.72,700,5607.73,2707.42,534.72,659,655
0,5000,0.08,156.66,685,5347.312788,5000,3628.49,734,730
0,10000,0.09,316.1,730,11226.54662,10000,3649.69,709,705
0,18000,0.05,542.07,760,18479.90219,18000,15780.19,674,670
0,11000,0.16,384.51,700,13906.56006,11000,8.12,734,730
0,12000,0.11,392.81,695,12766.32306,12000,10424.11,729,725
0,1000,0.11,32.74,795,1158.047242,1000,406.25,739,735
0,9600,0.09,305.24,675,10307.44508,9600,7264.64,729,725
0,6000,0.13,201.56,670,6945.440762,6000,3325.89,714,710
0,7000,0.05,210.81,805,7231.434393,7000,5759.9,729,725
0,20700,0.11,677.6,745,24368.04094,20700,677.32,729,725
0,24000,0.11,791.32,695,28456.4533,24000,790.89,719,715
0,6000,0.11,196.41,730,6629.739553,6000,4280.15,794,790
0,4800,0.09,153.74,675,5395.051502,4800,287.91,724,720
1,16000,0.19,586.42,665,6510.39,2818.18,586.42,514,510
0,35000,0.11,1154,670,38109.87,35000,4506.57,714,710
0,16000,0.09,512.46,685,18191.27215,16000,5909.1,684,680
0,7500,0.11,247.29,700,8419.530589,7500,4967.05,664,660
0,8000,0.13,268.75,675,9027.477823,8000,5536.58,789,785
1,15000,0.11,494.57,665,11899.99,9387.83,1993.01,649,645
0,21000,0.16,734.06,680,26012.65046,21000,5.92,684,680
0,15000,0.09,480.43,690,16170.82981,15000,42.94,694,690
1,10000,0.13,335.93,720,2257.69,932.16,335.93,714,710
1,9450,0.13,320.65,690,10567.29,8509.59,320.65,499,0
0,6500,0.05,195.75,805,7027.563514,6500,1354.65,799,795
1,6000,0.17,213.89,675,2594.92,1225.98,213.89,669,665
1,6000,0.16,209.73,660,5472.59,4033.91,209.73,519,515
0,20000,0.11,654.68,690,22868.77349,20000,9799.59,744,740
0,20000,0.14,683.46,670,24596.40591,20000,683.26,699,695
1,20000,0.13,671.86,680,9963.33,5837.46,671.86,539,535
0,6000,0.11,196.41,730,7063.170839,6000,196.15,749,745
0,7000,0.09,221.27,705,7826.254986,7000,2964.99,729,725
0,19200,0.11,628.5,675,20248.84917,19200,17129.8,669,665
1,8000,0.11,263.78,685,2503.57,1546.7,263.78,534,530
0,3500,0.13,117.58,710,4162.420422,3500,1227.89,734,730
0,35000,0.16,1223.43,735,39852.35813,35000,26379.48,794,790
1,12800,0.11,422.04,675,4454.06,3260.98,250,499,0
1,25000,0.13,848.27,765,11913.5,6599.27,848.27,514,510
0,10000,0.09,316.1,725,11369.75616,10000,315.8,784,780
1,30000,0.18,1084.43,710,22828.63,15310.25,1200,594,590
1,6250,0.27,255.13,660,6722.52,3788.36,255.13,564,560
0,9000,0.07,277.86,780,9993.854576,9000,273.6,794,790
0,15000,0.08,469.98,705,16619.26313,15000,4118.06,769,765
0,6000,0.11,196.41,695,7038.567163,6000,198.21,674,670
0,14000,0.09,442.53,715,15247.01581,14000,9064.96,689,685
0,30800,0.21,1168.16,660,31966.77,30800,32040.31,664,660
0,8000,0.11,261.88,665,9417.564452,8000,261.53,734,730
0,5000,0.17,178.24,685,6244.792985,5000,2154.71,724,720
0,2000,0.08,62.3,775,2078.030154,2000,1618.22,754,750
0,13000,0.09,410.93,710,14100.47123,13000,1677.35,744,740
0,9000,0.11,296.75,660,9718.190603,9000,7637.43,614,610
0,7325,0.13,248.55,755,8862.453498,7325,1703.91,764,760
1,6500,0.19,238.24,665,5229.11,2887.71,238.24,499,0
0,11000,0.11,362.69,715,12997.9629,11000,362.43,694,690
0,6000,0.09,192.17,715,6905.449979,6000,192.16,779,775
0,10000,0.13,339.31,695,12100.06752,10000,607.14,694,690
0,22000,0.11,725.37,725,22301.97,22000,19330.06,764,760
0,16525,0.13,555.13,660,19960.87468,16525,554.8,664,660
1,33475,0.2,1243.89,690,13387.77,5821,467.67,549,545
0,17350,0.14,597.12,670,20308.40422,17350,10782.41,719,715
0,30000,0.1,974.94,675,34962.1743,30000,5748.94,804,800
1,10000,0.16,349.55,700,4479.59,2329.28,349.55,544,540
0,35000,0.19,1282.79,665,43583.96933,35000,20375.18,654,650
0,25000,0.07,771.82,690,27036.77875,25000,13935.26,819,815
0,5000,0.05,150.58,800,5393.029923,5000,1480.91,739,735
1,13675,0.09,432.26,690,6903.11,5646.96,432.26,499,0
0,8400,0.09,269.04,680,9676.476903,8400,268.94,634,630
0,16125,0.13,541.69,675,19060.0596,16125,6624.11,654,650
0,21600,0.11,712.18,670,25589.35393,21600,4934.44,644,640
1,5000,0.13,169.66,670,3572.05,2388.21,169.66,574,570
0,4000,0.24,156.92,685,4700.797144,4000,3456.1,674,670
1,6000,0.13,201.56,670,2037.11,994.62,201.56,579,575
1,35000,0.18,1265.16,670,9565.59,3814.94,1265.16,534,530
0,12000,0.14,410.08,700,14060.9493,12000,7108.24,689,685
0,5000,0.11,163.67,660,5836.323724,5000,1730.84,664,660
0,2000,0.13,67.87,705,2036.33,2000,2039.33,679,675
0,24000,0.11,791.32,730,28185.98524,24000,7611.67,724,720
1,4950,0.21,187.74,695,926.88,513.54,187.74,564,560
1,3500,0.17,124.77,705,3860.18,2875.77,498,539,535
0,6000,0.11,196.41,680,6780.282102,6000,3470.62,704,700
0,9600,0.13,322.5,685,11596.00082,9600,322.14,759,755
0,12000,0.21,455.13,695,12042.99,12000,12071.64,534,530
0,15000,0.16,524.33,685,15642.75,15000,14620.07,724,720
0,16000,0.16,559.28,660,20041.93814,16000,37.71,704,700
0,13200,0.13,447.89,760,16222.30662,13200,64.18,739,735
1,1000,0.16,34.96,675,105.84,0,0,579,575
0,12000,0.08,373.78,680,13362.67618,12000,825.59,739,735
0,10000,0.11,327.34,675,11784.04616,10000,339.36,609,605
0,28000,0.08,877.29,725,31263.42497,28000,9356.03,679,675
0,35000,0.1,1137.43,725,40906.28985,35000,1137.03,749,745
0,7000,0.11,230.8,680,8299.806783,7000,230.75,619,615
0,3600,0.1,117,670,4207.489267,3600,116.69,684,680
0,12000,0.13,407.17,665,13541.47922,12000,7951.26,734,730
0,10000,0.09,317.96,675,10573.0559,10000,7099.37,744,740
1,19000,0.2,706.02,670,4548.22,1597.41,706.02,574,570
0,14025,0.17,499.96,675,17972.06633,14025,499.95,674,670
0,5600,0.07,172.89,680,5730.982845,5600,5216.66,739,735
0,6025,0.09,191.57,725,6266.588185,6025,5506.33,754,750
0,4000,0.09,128.12,745,4593.839057,4000,1124.06,794,790
0,12000,0.09,379.32,680,13623.49048,12000,1501.62,699,695
1,8000,0.09,252.88,705,4797.08,3966.1,252.88,609,605
1,10000,0.09,317.96,720,1892.47,734.61,317.96,559,555
0,16000,0.07,493.97,725,17255.36358,16000,9364.27,769,765
0,3500,0.11,115.4,670,4014.825044,3500,165.1,679,675
0,5000,0.19,183.26,660,6586.561332,5000,183.01,654,650
0,9000,0.09,284.49,695,10241.15924,9000,284.23,614,610
0,6000,0.1,194.99,660,6677.447162,6000,3759.59,644,640
0,7500,0.17,267.36,685,9531.911259,7500,2009.49,614,610
1,3500,0.07,108.06,790,2722.42,2341.32,108.06,609,605
0,6600,0.24,258.91,665,8310.128262,6600,4672.2,634,630
0,20000,0.13,678.61,660,23158.24574,20000,12307.99,674,670
0,10000,0.09,317.96,700,11439.32091,10000,635.3,774,770
0,10000,0.09,316.1,720,11341.12472,10000,315.8,734,730
1,3950,0.27,162.3,670,3132.29,1470.57,162.3,619,615
0,8500,0.14,292.54,665,10517.61925,8500,292.4,674,670
0,10000,0.09,320.29,685,10818.37864,10000,7305.73,709,705
0,2000,0.1,65,700,2309.652911,2000,686.98,709,705
1,4000,0.13,134.38,680,774.63,278.18,134.38,579,575
1,20000,0.14,688.33,665,2688.03,446.83,688.33,519,515
0,13300,0.08,416.72,735,14991.07752,13300,417.69,664,660
0,9650,0.25,385.17,660,10330.03,9650,9586.81,589,585
0,6400,0.09,204.99,670,6578.96,6400,6175.73,699,695
0,16800,0.11,549.94,720,19696.05869,16800,3452.94,629,625
0,25000,0.17,891.2,660,32082.19844,25000,913.8,704,700
0,21000,0.13,705.46,710,25366.31584,21000,705.06,704,700
0,9600,0.11,316.53,665,11409.08543,9600,323.4,609,605
0,6000,0.13,201.56,665,7247.514519,6000,201.44,589,585
0,12000,0.08,373.78,685,13412.70049,12000,373.41,729,725
0,9500,0.08,295.91,710,10642.68994,9500,589.76,819,815
0,14400,0.13,483.74,670,16580.73976,14400,6736.91,674,670
0,30000,0.19,1099.53,705,35733.21067,30000,109.25,684,680
0,8775,0.17,312.81,700,11245.3091,8775,1504.11,659,655
0,7350,0.2,273.12,680,7845.578014,7350,7042.55,674,670
0,35000,0.09,1112.83,735,40026.82766,35000,1112.74,754,750
1,6700,0.25,266.36,670,5841.32,3494.21,266.36,509,505
0,4800,0.14,164.03,665,5897.589382,4800,164,679,675
0,10000,0.09,317.96,690,10727.48864,10000,7552.88,624,620
0,15000,0.09,474.14,725,16981.6601,15000,3720.06,729,725
0,5500,0.11,180.04,710,6284.157492,5500,2870.12,674,670
0,5000,0.11,164.86,715,5670.364925,5000,3038.98,649,645
1,25000,0.13,839.83,695,14750.89,9264.47,839.83,509,505
0,5000,0.11,163.67,680,5709.219334,5000,2604.08,704,700
0,15000,0.09,474.14,700,16681.03495,15000,7212.55,694,690
0,4000,0.13,135.73,730,4118.68,4000,3988.95,724,720
0,40000,0.14,1376.65,705,49494.7326,40000,1376.38,669,665
0,7800,0.13,262.03,665,9400.592741,7800,1288.74,754,750
0,20550,0.09,658.19,700,23676.46684,20550,2614.39,734,730
0,5500,0.13,184.77,695,6181.148096,5500,3971.73,714,710
1,12000,0.18,433.77,675,10270.32,6437.57,430,579,575
0,6800,0.16,237.7,680,8005.335016,6800,4237.48,699,695
0,12000,0.13,403.12,675,14496.20062,12000,0.93,659,655
1,15000,0.14,512.6,660,2522.83,679.38,580.97,539,535
0,10000,0.14,341.73,660,11750.16964,10000,30.56,669,665
1,1500,0.16,52.44,680,1202.86,1027.3,849,659,655
0,40000,0.14,1366.92,710,49143.38725,40000,2730.29,714,710
0,14850,0.09,475.62,730,17106.65542,14850,475.62,749,745
0,8000,0.18,289.18,685,10371.6649,8000,1419.91,694,690
0,10000,0.05,301.15,830,10704.89511,10000,0.83,834,830
0,2675,0.13,89.87,680,3245.484856,2675,268.57,659,655
0,7200,0.14,246.05,710,8578.993297,7200,3423.13,734,730
1,35000,0.19,1282.79,670,13399.57,6164.73,1282.79,589,585
1,15000,0.09,476.93,665,12757.74,6974.75,60.13,614,610
0,15000,0.08,469.98,710,16905.80952,15000,469.83,729,725
0,9600,0.13,325.74,660,11163.72797,9600,5640.54,714,710
0,6000,0.11,196.41,670,7063.170839,6000,196.15,654,650
0,4000,0.21,151.71,710,5451.934081,4000,151.63,694,690
0,4500,0.11,147.31,695,4566.57,4500,4572.07,689,685
0,16000,0.09,505.75,675,18191.65284,16000,505.67,704,700
0,16000,0.09,508.73,665,18172.05432,16000,4452.32,674,670
0,32500,0.28,1347.48,675,47360.85705,32500,300.82,684,680
0,32500,0.13,1102.74,735,39564.66557,32500,1102.73,719,715
0,8000,0.09,254.37,685,9123.13922,8000,1.78,664,660
0,15000,0.11,491.01,675,17667.18835,15000,491,694,690
1,5000,0.11,164.86,690,2339.29,1316.42,164.86,504,500
0,10000,0.14,344.17,685,12373.61745,10000,343.77,644,640
0,10000,0.11,327.34,675,11772.02223,10000,327.33,739,735
